timestamp,electricity_price,pv_generation,base_load,ambient_temp
53100,0.0,0.0,600.721,0.0
54000,0.0,0.0,599.360,0.0
54900,0.0,0.0,597.242,0.0
55800,0.0,0.0,595.696,0.0
56700,0.0,0.0,596.822,0.0
57600,0.0,0.0,604.570,0.0
58500,0.0,0.0,615.159,0.0
59400,0.0,0.0,634.369,0.0
60300,0.0,0.0,658.504,0.0
61200,0.0,0.0,689.917,0.0
62100,0.0,0.0,718.422,0.0
63000,0.0,0.0,736.557,0.0
63900,0.0,0.0,752.490,0.0
64800,0.0,0.0,763.465,0.0
65700,0.0,0.0,763.179,0.0
66600,0.0,0.0,756.255,0.0
67500,0.0,0.0,748.187,0.0
68400,0.0,0.0,737.968,0.0
69300,0.0,0.0,723.195,0.0
70200,0.0,0.0,707.648,0.0
71100,0.0,0.0,693.866,0.0
72000,0.0,0.0,677.765,0.0
72900,0.0,0.0,651.781,0.0
73800,0.0,0.0,623.831,0.0
74700,0.0,0.0,602.805,0.0
75600,0.0,0.0,586.939,0.0
76500,0.0,0.0,567.611,0.0
77400,0.0,0.0,549.964,0.0
78300,0.0,0.0,546.468,0.0
79200,0.0,0.0,537.022,0.0
80100,0.0,0.0,507.879,0.0
81000,0.0,0.0,482.769,0.0
81900,0.0,0.0,458.667,0.0
82800,0.0,0.0,436.078,0.0
83700,0.0,0.0,411.523,0.0
84600,0.0,0.0,388.128,0.0
85500,0.0,0.0,364.211,0.0
86400,0.0,0.0,338.776,0.0
87300,0.0,0.0,318.391,0.0
88200,0.0,0.0,302.299,0.0
89100,0.0,0.0,289.557,0.0
90000,0.0,0.0,279.626,0.0
90900,0.0,0.0,270.620,0.0
91800,0.0,0.0,265.890,0.0
92700,0.0,0.0,257.541,0.0
93600,0.0,0.0,257.322,0.0
94500,0.0,0.0,254.898,0.0
95400,0.0,0.0,252.912,0.0
96300,0.0,0.0,251.380,0.0
97200,0.0,0.0,252.794,0.0
98100,0.0,0.0,251.448,0.0
99000,0.0,0.0,251.532,0.0
99900,0.0,0.0,251.784,0.0
100800,0.0,0.0,256.127,0.0
101700,0.0,0.0,258.686,0.0
102600,0.0,0.0,263.837,0.0
103500,0.0,0.0,273.044,0.0
104400,0.0,0.0,283.127,0.0
105300,0.0,0.0,288.850,0.0
106200,0.0,0.0,303.646,0.0
107100,0.0,0.0,321.320,0.0
108000,0.0,0.0,353.000,0.0
108900,0.0,0.0,380.572,0.0
109800,0.0,0.0,400.889,0.0
110700,0.0,0.0,413.631,0.0
111600,0.0,0.0,421.526,0.0
112500,0.0,0.0,424.875,0.0
113400,0.0,0.0,422.132,0.0
114300,0.0,0.0,414.591,0.0
115200,0.0,0.0,403.582,0.0
116100,0.0,0.0,401.427,0.0
117000,0.0,0.0,391.159,0.0
117900,0.0,0.0,386.211,0.0
118800,0.0,0.0,381.649,0.0
119700,0.0,0.0,383.231,0.0
120600,0.0,0.0,381.800,0.0
121500,0.0,0.0,381.396,0.0
122400,0.0,0.0,379.713,0.0
123300,0.0,0.0,381.935,0.0
124200,0.0,0.0,386.547,0.0
125100,0.0,0.0,394.223,0.0
126000,0.0,0.0,405.013,0.0
126900,0.0,0.0,418.513,0.0
127800,0.0,0.0,430.514,0.0
128700,0.0,0.0,437.618,0.0
129600,0.0,0.0,440.580,0.0
130500,0.0,0.0,441.506,0.0
131400,0.0,0.0,442.920,0.0
132300,0.0,0.0,441.944,0.0
133200,0.0,0.0,439.974,0.0
134100,0.0,0.0,437.752,0.0
135000,0.0,0.0,439.234,0.0
135900,0.0,0.0,434.638,0.0
136800,0.0,0.0,428.478,0.0
137700,0.0,0.0,428.276,0.0
138600,0.0,0.0,426.054,0.0
139500,0.0,0.0,427.686,0.0
140400,0.0,0.0,435.261,0.0
141300,0.0,0.0,437.231,0.0
142200,0.0,0.0,442.449,0.0
143100,0.0,0.0,452.212,0.0
144000,0.0,0.0,472.411,0.0
144900,0.0,0.0,491.483,0.0
145800,0.0,0.0,513.550,0.0
146700,0.0,0.0,541.274,0.0
147600,0.0,0.0,585.258,0.0
148500,0.0,0.0,619.092,0.0
149400,0.0,0.0,646.075,0.0
150300,0.0,0.0,671.610,0.0
151200,0.0,0.0,689.469,0.0
152100,0.0,0.0,699.266,0.0
153000,0.0,0.0,705.595,0.0
153900,0.0,0.0,708.995,0.0
154800,0.0,0.0,706.252,0.0
155700,0.0,0.0,699.283,0.0
156600,0.0,0.0,690.261,0.0
157500,0.0,0.0,679.740,0.0
158400,0.0,0.0,665.432,0.0
159300,0.0,0.0,645.014,0.0
160200,0.0,0.0,620.522,0.0
161100,0.0,0.0,601.703,0.0
162000,0.0,0.0,587.530,0.0
162900,0.0,0.0,571.960,0.0
163800,0.0,0.0,553.915,0.0
164700,0.0,0.0,547.721,0.0
165600,0.0,0.0,539.793,0.0
166500,0.0,0.0,512.305,0.0
167400,0.0,0.0,486.382,0.0
168300,0.0,0.0,461.015,0.0
169200,0.0,0.0,437.752,0.0
170100,0.0,0.0,412.015,0.0
171000,0.0,0.0,389.089,0.0
171900,0.0,0.0,366.348,0.0
172800,0.0,0.0,339.254,0.0
173700,0.0,0.0,318.841,0.0
174600,0.0,0.0,302.726,0.0
175500,0.0,0.0,289.965,0.0
176400,0.0,0.0,280.020,0.0
177300,0.0,0.0,271.002,0.0
178200,0.0,0.0,266.265,0.0
179100,0.0,0.0,257.904,0.0
180000,0.0,0.0,257.685,0.0
180900,0.0,0.0,255.258,0.0
181800,0.0,0.0,253.269,0.0
182700,0.0,0.0,251.735,0.0
183600,0.0,0.0,253.151,0.0
184500,0.0,0.0,251.802,0.0
185400,0.0,0.0,251.887,0.0
186300,0.0,0.0,252.140,0.0
187200,0.0,0.0,256.488,0.0
188100,0.0,0.0,259.051,0.0
189000,0.0,0.0,264.209,0.0
189900,0.0,0.0,273.429,0.0
190800,0.0,0.0,283.526,0.0
191700,0.0,0.0,289.258,0.0
192600,0.0,0.0,304.074,0.0
193500,0.0,0.0,321.774,0.0
194400,0.0,0.0,353.498,0.0
195300,0.0,0.0,381.109,0.0
196200,0.0,0.0,401.454,0.0
197100,0.0,0.0,414.215,0.0
198000,0.0,0.0,422.120,0.0
198900,0.0,0.0,425.475,0.0
199800,0.0,0.0,422.727,0.0
200700,0.0,0.0,415.176,0.0
201600,0.0,0.0,404.151,0.0
202500,0.0,0.0,401.994,0.0
203400,0.0,0.0,391.711,0.0
204300,0.0,0.0,386.756,0.0
205200,0.0,0.0,382.187,0.0
206100,0.0,0.0,383.772,0.0
207000,0.0,0.0,382.339,0.0
207900,0.0,0.0,381.935,0.0
208800,0.0,0.0,380.249,0.0
209700,0.0,0.0,382.474,0.0
210600,0.0,0.0,387.093,0.0
211500,0.0,0.0,394.779,0.0
212400,0.0,0.0,405.584,0.0
213300,0.0,0.0,419.103,0.0
214200,0.0,0.0,431.122,0.0
215100,0.0,0.0,438.235,0.0
216000,0.0,0.0,441.202,0.0
216900,0.0,0.0,442.129,0.0
217800,0.0,0.0,443.545,0.0
218700,0.0,0.0,442.567,0.0
219600,0.0,0.0,440.595,0.0
220500,0.0,0.0,438.370,0.0
221400,0.0,0.0,439.853,0.0
222300,0.0,0.0,435.252,0.0
223200,0.0,0.0,429.082,0.0
224100,0.0,0.0,428.880,0.0
225000,0.0,0.0,426.655,0.0
225900,0.0,0.0,428.290,0.0
226800,0.0,0.0,435.875,0.0
227700,0.0,0.0,437.848,0.0
228600,0.0,0.0,443.073,0.0
229500,0.0,0.0,452.850,0.0
230400,0.0,0.0,473.078,0.0
231300,0.0,0.0,492.176,0.0
232200,0.0,0.0,514.275,0.0
233100,0.0,0.0,542.038,0.0
234000,0.0,0.0,586.084,0.0
234900,0.0,0.0,619.965,0.0
235800,0.0,0.0,646.986,0.0
236700,0.0,0.0,672.557,0.0
237600,0.0,0.0,690.442,0.0
238500,0.0,0.0,700.253,0.0
239400,0.0,0.0,706.591,0.0
240300,0.0,0.0,709.996,0.0
241200,0.0,0.0,707.248,0.0
242100,0.0,0.0,700.270,0.0
243000,0.0,0.0,691.234,0.0
243900,0.0,0.0,680.699,0.0
244800,0.0,0.0,666.371,0.0
245700,0.0,0.0,645.924,0.0
246600,0.0,0.0,621.398,0.0
247500,0.0,0.0,602.552,0.0
248400,0.0,0.0,588.359,0.0
249300,0.0,0.0,572.767,0.0
250200,0.0,0.0,554.697,0.0
251100,0.0,0.0,548.494,0.0
252000,0.0,0.0,540.554,0.0
252900,0.0,0.0,513.028,0.0
253800,0.0,0.0,487.069,0.0
254700,0.0,0.0,461.666,0.0
255600,0.0,0.0,438.370,0.0
256500,0.0,0.0,412.597,0.0
257400,0.0,0.0,389.638,0.0
258300,0.0,0.0,366.865,0.0
259200,0.0,0.0,373.891,0.0
260100,0.0,0.0,351.223,0.0
261000,0.0,0.0,333.467,0.0
261900,0.0,0.0,318.817,0.0
262800,0.0,0.0,307.474,0.0
263700,0.0,0.0,295.879,0.0
264600,0.0,0.0,286.731,0.0
265500,0.0,0.0,276.789,0.0
266400,0.0,0.0,273.414,0.0
267300,0.0,0.0,268.249,0.0
268200,0.0,0.0,264.316,0.0
269100,0.0,0.0,260.637,0.0
270000,0.0,0.0,259.894,0.0
270900,0.0,0.0,256.873,0.0
271800,0.0,0.0,254.898,0.0
272700,0.0,0.0,253.666,0.0
273600,0.0,0.0,256.383,0.0
274500,0.0,0.0,254.290,0.0
275400,0.0,0.0,254.814,0.0
276300,0.0,0.0,258.442,0.0
277200,0.0,0.0,259.354,0.0
278100,0.0,0.0,256.417,0.0
279000,0.0,0.0,258.881,0.0
279900,0.0,0.0,267.000,0.0
280800,0.0,0.0,283.659,0.0
281700,0.0,0.0,297.600,0.0
282600,0.0,0.0,313.635,0.0
283500,0.0,0.0,328.741,0.0
284400,0.0,0.0,354.700,0.0
285300,0.0,0.0,377.064,0.0
286200,0.0,0.0,404.188,0.0
287100,0.0,0.0,430.248,0.0
288000,0.0,0.0,452.966,0.0
288900,0.0,0.0,477.946,0.0
289800,0.0,0.0,492.496,0.0
290700,0.0,0.0,506.994,0.0
291600,0.0,0.0,520.429,0.0
292500,0.0,0.0,535.671,0.0
293400,0.0,0.0,545.190,0.0
294300,0.0,0.0,553.123,0.0
295200,0.0,0.0,564.600,0.0
296100,0.0,0.0,576.770,0.0
297000,0.0,0.0,586.036,0.0
297900,0.0,0.0,598.712,0.0
298800,0.0,0.0,618.392,0.0
299700,0.0,0.0,634.663,0.0
300600,0.0,0.0,649.195,0.0
301500,0.0,0.0,656.284,0.0
302400,0.0,0.0,648.030,0.0
303300,0.0,0.0,641.059,0.0
304200,0.0,0.0,633.768,0.0
305100,0.0,0.0,627.776,0.0
306000,0.0,0.0,620.434,0.0
306900,0.0,0.0,612.670,0.0
307800,0.0,0.0,609.227,0.0
308700,0.0,0.0,602.323,0.0
309600,0.0,0.0,596.230,0.0
310500,0.0,0.0,596.332,0.0
311400,0.0,0.0,595.893,0.0
312300,0.0,0.0,592.973,0.0
313200,0.0,0.0,593.412,0.0
314100,0.0,0.0,593.766,0.0
315000,0.0,0.0,594.171,0.0
315900,0.0,0.0,598.340,0.0
316800,0.0,0.0,609.581,0.0
317700,0.0,0.0,622.848,0.0
318600,0.0,0.0,637.346,0.0
319500,0.0,0.0,657.026,0.0
320400,0.0,0.0,686.040,0.0
321300,0.0,0.0,710.750,0.0
322200,0.0,0.0,727.781,0.0
323100,0.0,0.0,741.891,0.0
324000,0.0,0.0,749.723,0.0
324900,0.0,0.0,750.128,0.0
325800,0.0,0.0,744.085,0.0
326700,0.0,0.0,734.617,0.0
327600,0.0,0.0,724.557,0.0
328500,0.0,0.0,709.907,0.0
329400,0.0,0.0,694.935,0.0
330300,0.0,0.0,677.905,0.0
331200,0.0,0.0,661.330,0.0
332100,0.0,0.0,637.684,0.0
333000,0.0,0.0,612.383,0.0
333900,0.0,0.0,597.176,0.0
334800,0.0,0.0,585.546,0.0
335700,0.0,0.0,570.744,0.0
336600,0.0,0.0,554.237,0.0
337500,0.0,0.0,553.072,0.0
338400,0.0,0.0,551.553,0.0
339300,0.0,0.0,529.442,0.0
340200,0.0,0.0,511.079,0.0
341100,0.0,0.0,488.664,0.0
342000,0.0,0.0,465.068,0.0
342900,0.0,0.0,443.160,0.0
343800,0.0,0.0,422.838,0.0
344700,0.0,0.0,404.103,0.0
345600,0.0,0.0,391.168,0.0
346500,0.0,0.0,371.515,0.0
347400,0.0,0.0,357.354,0.0
348300,0.0,0.0,344.477,0.0
349200,0.0,0.0,332.057,0.0
350100,0.0,0.0,321.039,0.0
351000,0.0,0.0,310.359,0.0
351900,0.0,0.0,298.547,0.0
352800,0.0,0.0,295.015,0.0
353700,0.0,0.0,287.428,0.0
354600,0.0,0.0,281.834,0.0
355500,0.0,0.0,276.511,0.0
356400,0.0,0.0,274.990,0.0
357300,0.0,0.0,271.289,0.0
358200,0.0,0.0,267.606,0.0
359100,0.0,0.0,264.175,0.0
360000,0.0,0.0,263.398,0.0
360900,0.0,0.0,260.407,0.0
361800,0.0,0.0,261.100,0.0
362700,0.0,0.0,265.493,0.0
363600,0.0,0.0,265.882,0.0
364500,0.0,0.0,261.725,0.0
365400,0.0,0.0,263.381,0.0
366300,0.0,0.0,267.487,0.0
367200,0.0,0.0,278.471,0.0
368100,0.0,0.0,288.898,0.0
369000,0.0,0.0,299.527,0.0
369900,0.0,0.0,309.548,0.0
370800,0.0,0.0,329.927,0.0
371700,0.0,0.0,346.032,0.0
372600,0.0,0.0,368.507,0.0
373500,0.0,0.0,395.054,0.0
374400,0.0,0.0,419.845,0.0
375300,0.0,0.0,447.981,0.0
376200,0.0,0.0,468.276,0.0
377100,0.0,0.0,491.697,0.0
378000,0.0,0.0,513.902,0.0
378900,0.0,0.0,537.898,0.0
379800,0.0,0.0,558.582,0.0
380700,0.0,0.0,576.883,0.0
381600,0.0,0.0,596.012,0.0
382500,0.0,0.0,615.293,0.0
383400,0.0,0.0,633.848,0.0
384300,0.0,0.0,652.943,0.0
385200,0.0,0.0,679.812,0.0
386100,0.0,0.0,708.996,0.0
387000,0.0,0.0,728.362,0.0
387900,0.0,0.0,731.150,0.0
388800,0.0,0.0,716.702,0.0
389700,0.0,0.0,703.470,0.0
390600,0.0,0.0,691.641,0.0
391500,0.0,0.0,679.896,0.0
392400,0.0,0.0,663.860,0.0
393300,0.0,0.0,649.817,0.0
394200,0.0,0.0,640.726,0.0
395100,0.0,0.0,629.573,0.0
396000,0.0,0.0,618.825,0.0
396900,0.0,0.0,612.539,0.0
397800,0.0,0.0,607.926,0.0
398700,0.0,0.0,603.988,0.0
399600,0.0,0.0,602.619,0.0
400500,0.0,0.0,600.490,0.0
401400,0.0,0.0,598.935,0.0
402300,0.0,0.0,600.068,0.0
403200,0.0,0.0,607.858,0.0
404100,0.0,0.0,618.504,0.0
405000,0.0,0.0,637.819,0.0
405900,0.0,0.0,662.085,0.0
406800,0.0,0.0,693.669,0.0
407700,0.0,0.0,722.329,0.0
408600,0.0,0.0,740.562,0.0
409500,0.0,0.0,756.582,0.0
410400,0.0,0.0,767.617,0.0
411300,0.0,0.0,767.330,0.0
412200,0.0,0.0,760.367,0.0
413100,0.0,0.0,752.256,0.0
414000,0.0,0.0,741.982,0.0
414900,0.0,0.0,727.128,0.0
415800,0.0,0.0,711.497,0.0
416700,0.0,0.0,697.640,0.0
417600,0.0,0.0,681.451,0.0
418500,0.0,0.0,655.326,0.0
419400,0.0,0.0,627.224,0.0
420300,0.0,0.0,606.084,0.0
421200,0.0,0.0,590.131,0.0
422100,0.0,0.0,570.698,0.0
423000,0.0,0.0,552.955,0.0
423900,0.0,0.0,549.440,0.0
424800,0.0,0.0,539.943,0.0
425700,0.0,0.0,510.641,0.0
426600,0.0,0.0,485.394,0.0
427500,0.0,0.0,461.162,0.0
428400,0.0,0.0,438.450,0.0
429300,0.0,0.0,413.761,0.0
430200,0.0,0.0,390.238,0.0
431100,0.0,0.0,366.192,0.0
432000,0.0,0.0,340.470,0.0
432900,0.0,0.0,319.983,0.0
433800,0.0,0.0,303.811,0.0
434700,0.0,0.0,291.005,0.0
435600,0.0,0.0,281.024,0.0
436500,0.0,0.0,271.973,0.0
437400,0.0,0.0,267.220,0.0
438300,0.0,0.0,258.829,0.0
439200,0.0,0.0,258.609,0.0
440100,0.0,0.0,256.173,0.0
441000,0.0,0.0,254.177,0.0
441900,0.0,0.0,252.637,0.0
442800,0.0,0.0,254.058,0.0
443700,0.0,0.0,252.705,0.0
444600,0.0,0.0,252.789,0.0
445500,0.0,0.0,253.043,0.0
446400,0.0,0.0,257.408,0.0
447300,0.0,0.0,259.979,0.0
448200,0.0,0.0,265.156,0.0
449100,0.0,0.0,274.409,0.0
450000,0.0,0.0,284.542,0.0
450900,0.0,0.0,290.294,0.0
451800,0.0,0.0,305.164,0.0
452700,0.0,0.0,322.927,0.0
453600,0.0,0.0,354.765,0.0
454500,0.0,0.0,382.474,0.0
455400,0.0,0.0,402.893,0.0
456300,0.0,0.0,415.699,0.0
457200,0.0,0.0,423.633,0.0
458100,0.0,0.0,427.000,0.0
459000,0.0,0.0,424.242,0.0
459900,0.0,0.0,416.664,0.0
460800,0.0,0.0,405.600,0.0
461700,0.0,0.0,403.435,0.0
462600,0.0,0.0,393.115,0.0
463500,0.0,0.0,388.142,0.0
464400,0.0,0.0,383.557,0.0
465300,0.0,0.0,385.147,0.0
466200,0.0,0.0,383.709,0.0
467100,0.0,0.0,383.303,0.0
468000,0.0,0.0,381.612,0.0
468900,0.0,0.0,383.845,0.0
469800,0.0,0.0,388.480,0.0
470700,0.0,0.0,396.194,0.0
471600,0.0,0.0,407.038,0.0
472500,0.0,0.0,420.605,0.0
473400,0.0,0.0,432.667,0.0
474300,0.0,0.0,439.806,0.0
475200,0.0,0.0,442.783,0.0
476100,0.0,0.0,443.714,0.0
477000,0.0,0.0,445.135,0.0
477900,0.0,0.0,444.154,0.0
478800,0.0,0.0,442.174,0.0
479700,0.0,0.0,439.941,0.0
480600,0.0,0.0,441.430,0.0
481500,0.0,0.0,436.812,0.0
482400,0.0,0.0,430.620,0.0
483300,0.0,0.0,430.417,0.0
484200,0.0,0.0,428.184,0.0
485100,0.0,0.0,429.825,0.0
486000,0.0,0.0,437.438,0.0
486900,0.0,0.0,439.417,0.0
487800,0.0,0.0,444.661,0.0
488700,0.0,0.0,454.473,0.0
489600,0.0,0.0,474.773,0.0
490500,0.0,0.0,493.940,0.0
491400,0.0,0.0,516.118,0.0
492300,0.0,0.0,543.980,0.0
493200,0.0,0.0,588.184,0.0
494100,0.0,0.0,622.187,0.0
495000,0.0,0.0,649.305,0.0
495900,0.0,0.0,674.968,0.0
496800,0.0,0.0,692.917,0.0
497700,0.0,0.0,702.762,0.0
498600,0.0,0.0,709.123,0.0
499500,0.0,0.0,712.540,0.0
500400,0.0,0.0,709.783,0.0
501300,0.0,0.0,702.779,0.0
502200,0.0,0.0,693.712,0.0
503100,0.0,0.0,683.139,0.0
504000,0.0,0.0,668.759,0.0
504900,0.0,0.0,648.239,0.0
505800,0.0,0.0,623.625,0.0
506700,0.0,0.0,604.712,0.0
507600,0.0,0.0,590.468,0.0
508500,0.0,0.0,574.820,0.0
509400,0.0,0.0,556.685,0.0
510300,0.0,0.0,550.459,0.0
511200,0.0,0.0,542.492,0.0
512100,0.0,0.0,514.866,0.0
513000,0.0,0.0,488.814,0.0
513900,0.0,0.0,463.320,0.0
514800,0.0,0.0,439.941,0.0
515700,0.0,0.0,414.075,0.0
516600,0.0,0.0,391.034,0.0
517500,0.0,0.0,368.180,0.0
518400,0.0,0.0,340.804,0.0
519300,0.0,0.0,320.298,0.0
520200,0.0,0.0,304.109,0.0
521100,0.0,0.0,291.291,0.0
522000,0.0,0.0,281.300,0.0
522900,0.0,0.0,272.240,0.0
523800,0.0,0.0,267.482,0.0
524700,0.0,0.0,259.083,0.0
525600,0.0,0.0,258.863,0.0
526500,0.0,0.0,256.424,0.0
527400,0.0,0.0,254.426,0.0
528300,0.0,0.0,252.885,0.0
529200,0.0,0.0,254.308,0.0
530100,0.0,0.0,252.953,0.0
531000,0.0,0.0,253.038,0.0
531900,0.0,0.0,253.292,0.0
532800,0.0,0.0,257.661,0.0
533700,0.0,0.0,260.234,0.0
534600,0.0,0.0,265.416,0.0
535500,0.0,0.0,274.679,0.0
536400,0.0,0.0,284.822,0.0
537300,0.0,0.0,290.579,0.0
538200,0.0,0.0,305.464,0.0
539100,0.0,0.0,323.244,0.0
540000,0.0,0.0,355.113,0.0
540900,0.0,0.0,382.850,0.0
541800,0.0,0.0,403.289,0.0
542700,0.0,0.0,416.108,0.0
543600,0.0,0.0,424.049,0.0
544500,0.0,0.0,427.419,0.0
545400,0.0,0.0,424.659,0.0
546300,0.0,0.0,417.073,0.0
547200,0.0,0.0,405.998,0.0
548100,0.0,0.0,403.831,0.0
549000,0.0,0.0,393.501,0.0
549900,0.0,0.0,388.523,0.0
550800,0.0,0.0,383.934,0.0
551700,0.0,0.0,385.526,0.0
552600,0.0,0.0,384.086,0.0
553500,0.0,0.0,383.680,0.0
554400,0.0,0.0,381.986,0.0
555300,0.0,0.0,384.222,0.0
556200,0.0,0.0,388.861,0.0
557100,0.0,0.0,396.583,0.0
558000,0.0,0.0,407.438,0.0
558900,0.0,0.0,421.018,0.0
559800,0.0,0.0,433.092,0.0
560700,0.0,0.0,440.238,0.0
561600,0.0,0.0,443.218,0.0
562500,0.0,0.0,444.149,0.0
563400,0.0,0.0,445.572,0.0
564300,0.0,0.0,444.590,0.0
565200,0.0,0.0,442.608,0.0
566100,0.0,0.0,440.373,0.0
567000,0.0,0.0,441.863,0.0
567900,0.0,0.0,437.241,0.0
568800,0.0,0.0,431.043,0.0
569700,0.0,0.0,430.840,0.0
570600,0.0,0.0,428.604,0.0
571500,0.0,0.0,430.247,0.0
572400,0.0,0.0,437.867,0.0
573300,0.0,0.0,439.848,0.0
574200,0.0,0.0,445.098,0.0
575100,0.0,0.0,454.919,0.0
576000,0.0,0.0,475.239,0.0
576900,0.0,0.0,494.425,0.0
577800,0.0,0.0,516.625,0.0
578700,0.0,0.0,544.514,0.0
579600,0.0,0.0,588.762,0.0
580500,0.0,0.0,622.798,0.0
581400,0.0,0.0,649.943,0.0
582300,0.0,0.0,675.631,0.0
583200,0.0,0.0,693.597,0.0
584100,0.0,0.0,703.453,0.0
585000,0.0,0.0,709.820,0.0
585900,0.0,0.0,713.240,0.0
586800,0.0,0.0,710.480,0.0
587700,0.0,0.0,703.469,0.0
588600,0.0,0.0,694.393,0.0
589500,0.0,0.0,683.810,0.0
590400,0.0,0.0,669.416,0.0
591300,0.0,0.0,648.876,0.0
592200,0.0,0.0,624.237,0.0
593100,0.0,0.0,605.306,0.0
594000,0.0,0.0,591.048,0.0
594900,0.0,0.0,575.384,0.0
595800,0.0,0.0,557.232,0.0
596700,0.0,0.0,551.000,0.0
597600,0.0,0.0,543.024,0.0
598500,0.0,0.0,515.372,0.0
599400,0.0,0.0,489.294,0.0
600300,0.0,0.0,463.775,0.0
601200,0.0,0.0,440.373,0.0
602100,0.0,0.0,414.482,0.0
603000,0.0,0.0,391.418,0.0
603900,0.0,0.0,368.541,0.0
604800,0.0,0.0,341.104,0.0
605700,0.0,0.0,320.579,0.0
606600,0.0,0.0,304.377,0.0
607500,0.0,0.0,291.547,0.0
608400,0.0,0.0,281.547,0.0
609300,0.0,0.0,272.480,0.0
610200,0.0,0.0,267.717,0.0
611100,0.0,0.0,259.311,0.0
612000,0.0,0.0,259.090,0.0
612900,0.0,0.0,256.650,0.0
613800,0.0,0.0,254.650,0.0
614700,0.0,0.0,253.108,0.0
615600,0.0,0.0,254.531,0.0
616500,0.0,0.0,253.175,0.0
617400,0.0,0.0,253.260,0.0
618300,0.0,0.0,253.514,0.0
619200,0.0,0.0,257.887,0.0
620100,0.0,0.0,260.463,0.0
621000,0.0,0.0,265.649,0.0
621900,0.0,0.0,274.920,0.0
622800,0.0,0.0,285.072,0.0
623700,0.0,0.0,290.835,0.0
624600,0.0,0.0,305.732,0.0
625500,0.0,0.0,323.528,0.0
626400,0.0,0.0,355.425,0.0
627300,0.0,0.0,383.187,0.0
628200,0.0,0.0,403.643,0.0
629100,0.0,0.0,416.473,0.0
630000,0.0,0.0,424.422,0.0
630900,0.0,0.0,427.795,0.0
631800,0.0,0.0,425.032,0.0
632700,0.0,0.0,417.439,0.0
633600,0.0,0.0,406.355,0.0
634500,0.0,0.0,404.186,0.0
635400,0.0,0.0,393.847,0.0
636300,0.0,0.0,388.864,0.0
637200,0.0,0.0,384.271,0.0
638100,0.0,0.0,385.865,0.0
639000,0.0,0.0,384.424,0.0
639900,0.0,0.0,384.017,0.0
640800,0.0,0.0,382.322,0.0
641700,0.0,0.0,384.560,0.0
642600,0.0,0.0,389.203,0.0
643500,0.0,0.0,396.932,0.0
644400,0.0,0.0,407.796,0.0
645300,0.0,0.0,421.388,0.0
646200,0.0,0.0,433.473,0.0
647100,0.0,0.0,440.625,0.0
648000,0.0,0.0,443.608,0.0
648900,0.0,0.0,444.540,0.0
649800,0.0,0.0,445.964,0.0
650700,0.0,0.0,444.981,0.0
651600,0.0,0.0,442.998,0.0
652500,0.0,0.0,440.761,0.0
653400,0.0,0.0,442.252,0.0
654300,0.0,0.0,437.625,0.0
655200,0.0,0.0,431.422,0.0
656100,0.0,0.0,431.219,0.0
657000,0.0,0.0,428.981,0.0
657900,0.0,0.0,430.625,0.0
658800,0.0,0.0,438.252,0.0
659700,0.0,0.0,440.235,0.0
